iter	Logloss
657	0.2634549619
658	0.2634136878
659	0.2633773722
660	0.2633646467
661	0.2633526662
662	0.2632924528
663	0.2632505576
664	0.26322507
665	0.2631657056
666	0.2631515377
667	0.2631231566
668	0.2630159393
669	0.2629883928
670	0.2629614866
671	0.2629444096
672	0.2629353081
673	0.2628818638
674	0.2628562746
675	0.2628182509
676	0.2628093421
677	0.2627691739
678	0.2627338491
679	0.2627040777
680	0.2626572489
681	0.2626476113
682	0.2625881056
683	0.2625478029
684	0.2625063178
685	0.2624600485
686	0.262407328
687	0.2623828987
688	0.262345006
689	0.2623108332
690	0.2622900075
691	0.2622498504
692	0.2622360271
693	0.2622184394
694	0.262183968
695	0.2621401536
696	0.2621172987
697	0.2620977339
698	0.2620593536
699	0.2620440835
700	0.2620307558
701	0.2619994911
702	0.2619783378
703	0.2619391471
704	0.2619134683
705	0.2618716806
706	0.2618526401
707	0.2618170818
708	0.2617783351
709	0.2617436639
710	0.2616797207
711	0.261627993
712	0.2616063883
713	0.2615676414
714	0.2615291687
715	0.2615043534
716	0.261472495
717	0.2614448667
718	0.2614166725
719	0.2613952
720	0.2613624978
721	0.2613133036
722	0.2612932055
723	0.2612339765
724	0.2612038917
725	0.2611891113
726	0.2611517575
727	0.2611191716
728	0.2610931524
729	0.261049009
730	0.2610141246
731	0.2609755097
732	0.2609640003
733	0.2609422576
734	0.260919037
735	0.2608815964
736	0.2608622013
737	0.260791084
738	0.2607041175
739	0.2606657043
740	0.2606236511
741	0.2605858409
742	0.2605583045
743	0.260504873
744	0.2604852041
745	0.2604429154
746	0.2604212147
747	0.2603908759
748	0.2603716703
749	0.2603376016
750	0.2603188186
751	0.2603111123
752	0.2602746347
753	0.2602233635
754	0.2602143834
755	0.2601780224
756	0.2601007717
757	0.2600799196
758	0.2600619057
759	0.2600055128
760	0.2599988955
761	0.259987616
762	0.2599408327
763	0.2599192641
764	0.2598955787
765	0.2598732182
766	0.2598522096
767	0.2598087018
768	0.2597764378
769	0.2597313784
770	0.2597240986
771	0.2596953939
772	0.2596470369
773	0.2596104551
774	0.2595679778
775	0.2595541292
776	0.2595060571
777	0.259487237
778	0.2594794122
779	0.2594415706
780	0.2594082404
781	0.2593732834
782	0.2593650286
783	0.2593062256
784	0.2592819989
785	0.2592525126
786	0.2592198944
787	0.2591732113
788	0.2591460613
789	0.2590975501
790	0.259086551
791	0.259042965
792	0.2590299469
793	0.258980107
794	0.258971594
795	0.2589173421
796	0.2589129397
797	0.2588947821
798	0.2588701496
799	0.2588548494
800	0.2588293989
801	0.2587999938
802	0.2587624084
803	0.258721244
804	0.2586657982
805	0.2586160687
806	0.2585953235
807	0.2585611549
808	0.2585189396
809	0.2584833555
810	0.2584645968
811	0.2584312044
812	0.2584191517
813	0.2583935446
814	0.2583664332
815	0.2583572183
816	0.2583235519
817	0.2582756775
818	0.2582464204
819	0.2582129845
820	0.2581660085
821	0.2581426867
822	0.2580986957
823	0.2580831355
824	0.2580671854
825	0.2580355041
826	0.2580199509
827	0.2580063071
828	0.2579519284
829	0.2579380897
830	0.2579286009
831	0.2579244007
832	0.2579100965
833	0.2578979932
834	0.2578817358
835	0.2578628307
836	0.2578420883
837	0.2578081534
838	0.2577990874
839	0.2577574243
840	0.2577156598
841	0.2576663996
842	0.2576583225
843	0.2576257673
844	0.2575991224
845	0.2575715064
846	0.2575414156
847	0.2575225741
848	0.2575103314
849	0.2574947175
850	0.2574517135
851	0.2574157566
852	0.2573832269
853	0.2573603258
854	0.2573514773
855	0.2573350951
856	0.2573072395
857	0.2572700014
858	0.2572343911
859	0.2571818892
860	0.2571438701
861	0.2571259452
862	0.2571157861
863	0.2570996298
864	0.2570789483
865	0.2570260007
866	0.2570122284
867	0.2570064014
868	0.2569581893
869	0.2569501201
870	0.2569199674
871	0.2568518274
872	0.2568123967
873	0.256788231
874	0.2567373567
875	0.2567078039
876	0.2566218245
877	0.2565984555
878	0.2565913416
879	0.2565650013
880	0.2565570733
881	0.2565340134
882	0.2565081909
883	0.256399941
884	0.2563538406
885	0.2563323662
886	0.2563242801
887	0.2563057288
888	0.2562898201
889	0.2562595856
890	0.2562527156
891	0.256209638
892	0.2561756228
893	0.2561149964
894	0.2560800251
895	0.2560424277
896	0.2560008965
897	0.2559863392
898	0.2559248281
899	0.2558771673
900	0.2558611892
901	0.25581232
902	0.2557820471
903	0.2557707165
904	0.255740357
905	0.2556890723
906	0.2556618597
907	0.255637371
908	0.2556300635
909	0.255577225
910	0.2555310564
911	0.2555045656
912	0.2554641793
913	0.2554383407
914	0.2553876949
915	0.2553798183
916	0.2553439822
917	0.255331241
918	0.255290373
919	0.255279525
920	0.2552441561
921	0.255236148
922	0.2552070609
923	0.255142316
924	0.2551361226
925	0.2551045193
926	0.255085824
927	0.2550647481
928	0.2550377683
929	0.2550031175
930	0.2549495397
931	0.2549424266
932	0.2549167053
933	0.2548750432
934	0.2548058326
935	0.2547749453
936	0.254740198
937	0.2546934143
938	0.2546606613
939	0.2546008017
940	0.2545622085
941	0.2545368925
942	0.2545184846
943	0.254512881
944	0.2544924373
945	0.2544686989
946	0.2544401379
947	0.2544243077
948	0.2544086407
949	0.2543825333
950	0.2543298041
951	0.2542890781
952	0.254242969
953	0.2541977804
954	0.2541902774
955	0.254166692
956	0.2541362704
957	0.25410587
958	0.2540775369
959	0.2540632209
960	0.2540333252
961	0.2540131393
962	0.2539792132
963	0.2539483325
964	0.2539301061
965	0.2538965317
966	0.2538716
967	0.2538245128
968	0.2538020713
969	0.2537792867
970	0.2537479521
971	0.2537065675
972	0.2536666363
973	0.2536359889
974	0.253624881
975	0.2535832468
976	0.2535712623
977	0.2535515624
978	0.2535302841
979	0.253501255
980	0.2534822546
981	0.2534663942
982	0.2534525767
983	0.2534097803
984	0.2533725683
985	0.2533604549
986	0.2533224045
987	0.2533044721
988	0.2532663154
989	0.253249446
990	0.2532229737
991	0.2532103985
992	0.2532085118
993	0.2531802818
994	0.2531619636
995	0.2531195059
996	0.2531061851
997	0.2530677407
998	0.2530583111
999	0.2530344454
